text,label
"TAX INVOICE

INVOICE NUMBER: INV-1424
Invoice Date: 17/7/2024
Due Date: 18/2/2024
Payment Terms: Net 30

FROM:
IBM India
123, Tech Park, Whitefield
Bangalore - 560066, Karnataka, India
GSTIN: 29ABCDE1234F1Z5
Email: billing@ibmindia.com

BILL TO:
XYZ Enterprises Pvt Ltd
456, Business Hub, Andheri East
Mumbai - 400059, Maharashtra, India
GSTIN: 27XYZAB5678G2H6

DESCRIPTION OF SERVICES:
──────────────────────────────────────────────────────────────────────
  Item Description                             Qty    Unit Rate      Amount
──────────────────────────────────────────────────────────────────────
  Machine Learning Implementation             91        2000        182000
  Data Analytics                              79        1500        118500
  Security Audit                              26         500         13000
  Cloud Infrastructure                        10        2000         20000
──────────────────────────────────────────────────────────────────────

SUBTOTAL:                                               INR 333,500.00
GST @5%:                                               INR  16,675.00
──────────────────────────────────────────────────────────────────────
TOTAL AMOUNT DUE:                                       INR 350,175.00
──────────────────────────────────────────────────────────────────────

PAYMENT DETAILS:
Bank: Axis Bank
Account Number: 22873144022
IFSC Code: SBIN0009012
Account Type: Current

NOTES:
1. Payment due within 30 days of invoice date.
2. Late payment will attract interest @3% per month.
3. Please quote invoice number in all correspondence.
4. This is a computer-generated invoice and does not require a signature.

Thank you for your business!",invoice
"OPERATING SYSTEMS — LECTURE NOTES
Unit 3: Process Management
Date: 8/12/2024

============================================================
CHAPTER OVERVIEW
============================================================

This unit covers fundamental concepts of process in the context of operating systems.
By the end of this unit, students should be able to:
• Explain the concept of process and its significance
• Differentiate between thread and scheduling
• Apply theoretical concepts to solve problems
• Analyze real-world scenarios involving process

────────────────────────────────────────────────────────────
TOPIC 1: INTRODUCTION TO PROCESS
────────────────────────────────────────────────────────────

Definition:
A process is defined as an algorithm that systematically explores nodes in a graph structure.

Key Properties:
1. Efficiency — must satisfy all process requirements
2. Reliability — performance under increasing load
3. Atomicity — behavior in failure scenarios

Example:
Consider a system with 3 processes/nodes. The process operates
as follows:
Step 1: Initialize the process with default parameters
Step 2: Apply thread to determine priority/order
Step 3: Execute the operation while maintaining scheduling invariants
Step 4: Verify correctness using post-conditions

────────────────────────────────────────────────────────────
TOPIC 2: THREAD VS SCHEDULING
────────────────────────────────────────────────────────────

Comparison Table:
┌─────────────────┬───────────────────────┬───────────────────────┐
│ Parameter        │ thread                │ scheduling            │
├─────────────────┼───────────────────────┼───────────────────────┤
│ Complexity      │ O(n log n)            │ O(n²)                 │
│ Space           │ O(n)                  │ O(1)                  │
│ Use Case        │ Large datasets        │ Small datasets        │
│ Stability       │ Stable                │ Not stable            │
└─────────────────┴───────────────────────┴───────────────────────┘

Important Note: thread is preferred when data is already partially sorted.

────────────────────────────────────────────────────────────
TOPIC 3: ALGORITHMS & COMPLEXITY ANALYSIS
────────────────────────────────────────────────────────────

Algorithm — Process:
```
function process(input):
    if input is empty:
        return null
    
    result = initialize()
    for each element in input:
        process(element)
        update(result)
    
    return result
```

Time Complexity: O(1)
Space Complexity: O(n²)
Best Case: O(n)
Worst Case: O(n log n)

────────────────────────────────────────────────────────────
PRACTICE QUESTIONS
────────────────────────────────────────────────────────────

1. [2 marks] Define process and list its properties.

2. [4 marks] Compare and contrast thread with scheduling using suitable examples.

3. [6 marks] Given a scenario with 4 concurrent operations, trace the execution
   of process step by step.

4. [8 marks] Design an efficient algorithm using process for the following problem:
   [Problem description with constraints and expected output]

5. [Previous Year Question 2022] Explain the trade-offs between thread and
   scheduling. When would you choose one over the other? (8 marks)

────────────────────────────────────────────────────────────
IMPORTANT FORMULAE
────────────────────────────────────────────────────────────

1. Efficiency = (Useful Work Done) / (Total Resources Used)
2. Throughput = (Number of Processes Completed) / (Time Period)  
3. Waiting Time = Completion Time - Burst Time - Arrival Time
4. Turnaround Time = Completion Time - Arrival Time

────────────────────────────────────────────────────────────
REFERENCES
────────────────────────────────────────────────────────────

1. Silberschatz, Galvin, Gagne — ""Operating Systems"", 10th Edition, Wiley
2. NPTEL Video Lectures — Operating Systems by Prof. Sneha Iyer, IIT Madras
3. GeeksForGeeks — process tutorials
4. Previous year question papers — Mumbai University 2019",college_notes
"CURRICULUM VITAE

Meera Joshi
Email: meera.joshi@gmail.com
Phone: +91-7428258482
LinkedIn: linkedin.com/in/meerajoshi
GitHub: github.com/meera638

OBJECTIVE
Motivated software engineer with 4+ years of experience in full-stack development
and machine learning. Seeking a challenging role at a dynamic organization to apply skills
in software development and contribute to innovative projects.

EDUCATION
Bachelor of Engineering in Computer Science
Manipal Institute of Technology, 2020–2024
CGPA: 7.28/10

SKILLS
Technical Skills: scikit-learn, AWS, GraphQL, Kubernetes, React
Tools & Technologies: NumPy, Java, Linux, Tableau
Languages: English (Fluent), Hindi, Kannada

WORK EXPERIENCE

Software Engineer | Accenture | 2024–Present
- Developed and maintained RESTful APIs using Python and Django framework
- Collaborated with cross-functional teams to deliver projects on time
- Improved system performance by 20% through code optimization
- Mentored 3 junior developers and conducted code reviews

Intern | Amazon India | 2023–2024
- Worked on machine learning models for predictive analytics
- Built data pipelines using Apache Spark and Pandas
- Created dashboards in Tableau for business intelligence reporting

PROJECTS
E-commerce Recommendation Engine
- Built using GraphQL and AWS
- Achieved 92% accuracy in predictions
- Deployed on Google Cloud

CERTIFICATIONS
- Google Cloud Associate
- Scrum Master

ACHIEVEMENTS
- Dean's List 2021-22
- LeetCode 500+ problems solved

REFERENCES
Available upon request",resume
"GRAPH NEURAL NETWORKS FOR FRAUD DETECTION

Rohan Gupta¹, Rohan Gupta²
¹Department of Computer Science, Amity University
²Department of Data Science, Amity University

Abstract—
This paper presents a novel approach to graph neural networks for fraud detection using state-of-the-art machine learning
techniques. We propose a framework that addresses key challenges in FinTech by leveraging
GNN architectures. Experimental results on benchmark datasets demonstrate
that our method achieves superior performance compared to existing baselines, with an improvement
of 12% in accuracy and 22% reduction in computational overhead.
Our ablation study confirms the contribution of each component.

Keywords— GNN, node classification, transactions, neural networks, fintech, benchmark evaluation

I. INTRODUCTION

The rapid advancement of artificial intelligence has enabled significant breakthroughs in FinTech.
Traditional approaches suffer from limitations including high computational cost, lack of scalability,
and poor generalization to unseen data. Recent works [1,2,3] have attempted to address these challenges
using deep learning, but remain constrained by data availability and model interpretability.

In this paper, we make the following contributions:
(1) We propose a novel GNN-based architecture optimized for FinTech
(2) We introduce a training strategy that reduces overfitting by 33%
(3) We conduct extensive experiments on 3 benchmark datasets
(4) We release our code and pre-trained models for reproducibility

II. RELATED WORK

Several approaches have been proposed for graph neural networks for fraud detection. Smith et al. [1] introduced a CNN-based
method achieving 77% accuracy on standard benchmarks. Lee et al. [2] proposed
an attention mechanism that improves feature extraction but requires 7x more
parameters. Wang et al. [3] applied transfer learning from ImageNet, achieving state-of-the-art
results on domain-specific tasks. Our work differs by addressing computational efficiency without
sacrificing performance.

III. METHODOLOGY

Our proposed framework consists of three main components:

A. Feature Extraction Module
We utilize a modified Vision Transformer
backbone pre-trained on LAION-5B for robust feature
extraction. The backbone is fine-tuned with a learning rate of 0.0001.

B. Classification Head
A 4-layer MLP with dropout (p=0.5) is attached
to the backbone output. We use ReLU activations.

C. Training Objective
We optimize using SGD with Momentum with weight decay
0.0001. The loss function is cross-entropy combined with a
regularization term λ=0.001.

IV. EXPERIMENTS

Datasets: We evaluate on 4 public benchmarks.
Implementation: PyTorch 1.12, NVIDIA A100 GPU, batch size 16.

Results: Our method achieves 90.5% accuracy on the primary benchmark,
outperforming baselines by 4%. Inference time is 22ms per sample.

V. CONCLUSION

We presented a novel approach to graph neural networks for fraud detection demonstrating significant improvements over
state-of-the-art methods. Future work will explore zero-shot generalization.

REFERENCES
[1] A. Smith et al., ""Deep Learning for FinTech,"" IEEE CVPR, 2019.
[2] B. Lee et al., ""Attention Mechanisms in GNN,"" NeurIPS, 2020.
[3] C. Wang et al., ""Transfer Learning Survey,"" IEEE TPAMI, 2021.",research_paper
"CURRICULUM VITAE

Meera Joshi
Email: meera.joshi@gmail.com
Phone: +91-9909184445
LinkedIn: linkedin.com/in/meerajoshi
GitHub: github.com/meera484

OBJECTIVE
Motivated software engineer with 5+ years of experience in full-stack development
and machine learning. Seeking a challenging role at a dynamic organization to apply skills
in software development and contribute to innovative projects.

EDUCATION
Bachelor of Engineering in Computer Science
VIT Vellore, 2016–2020
CGPA: 7.07/10

SKILLS
Technical Skills: REST APIs, Keras, Node.js, Docker, Flask
Tools & Technologies: Azure, JavaScript, GraphQL
Languages: English (Fluent), Hindi, Kannada

WORK EXPERIENCE

Software Engineer | Infosys | 2020–Present
- Developed and maintained RESTful APIs using Python and Django framework
- Collaborated with cross-functional teams to deliver projects on time
- Improved system performance by 50% through code optimization
- Mentored 3 junior developers and conducted code reviews

Intern | L&T Infotech | 2019–2020
- Worked on machine learning models for predictive analytics
- Built data pipelines using Apache Spark and Pandas
- Created dashboards in Tableau for business intelligence reporting

PROJECTS
Smart Traffic Management System
- Built using Docker and Keras
- Achieved 96% accuracy in predictions
- Deployed on Google Cloud

CERTIFICATIONS
- Azure Fundamentals
- Scrum Master

ACHIEVEMENTS
- Smart India Hackathon 2023 Finalist
- Kaggle Expert

REFERENCES
Available upon request",resume
"COMPUTER NETWORKS — LECTURE NOTES
Unit 5: Transport Layer
Date: 12/3/2024

============================================================
CHAPTER OVERVIEW
============================================================

This unit covers fundamental concepts of TCP in the context of computer networks.
By the end of this unit, students should be able to:
• Explain the concept of TCP and its significance
• Differentiate between UDP and socket
• Apply theoretical concepts to solve problems
• Analyze real-world scenarios involving TCP

────────────────────────────────────────────────────────────
TOPIC 1: INTRODUCTION TO TCP
────────────────────────────────────────────────────────────

Definition:
A TCP is defined as an algorithm that systematically explores nodes in a graph structure.

Key Properties:
1. Completeness — must satisfy all TCP requirements
2. Scalability — performance under increasing load
3. Isolation — behavior in failure scenarios

Example:
Consider a system with 5 processes/nodes. The TCP operates
as follows:
Step 1: Initialize the TCP with default parameters
Step 2: Apply UDP to determine priority/order
Step 3: Execute the operation while maintaining socket invariants
Step 4: Verify correctness using post-conditions

────────────────────────────────────────────────────────────
TOPIC 2: UDP VS SOCKET
────────────────────────────────────────────────────────────

Comparison Table:
┌─────────────────┬───────────────────────┬───────────────────────┐
│ Parameter        │ UDP                   │ socket                │
├─────────────────┼───────────────────────┼───────────────────────┤
│ Complexity      │ O(n log n)            │ O(n²)                 │
│ Space           │ O(n)                  │ O(1)                  │
│ Use Case        │ Large datasets        │ Small datasets        │
│ Stability       │ Stable                │ Not stable            │
└─────────────────┴───────────────────────┴───────────────────────┘

Important Note: UDP is preferred when data is already partially sorted.

────────────────────────────────────────────────────────────
TOPIC 3: ALGORITHMS & COMPLEXITY ANALYSIS
────────────────────────────────────────────────────────────

Algorithm — Tcp:
```
function TCP(input):
    if input is empty:
        return null
    
    result = initialize()
    for each element in input:
        process(element)
        update(result)
    
    return result
```

Time Complexity: O(n²)
Space Complexity: O(1)
Best Case: O(n)
Worst Case: O(n²)

────────────────────────────────────────────────────────────
PRACTICE QUESTIONS
────────────────────────────────────────────────────────────

1. [2 marks] Define TCP and list its properties.

2. [4 marks] Compare and contrast UDP with socket using suitable examples.

3. [6 marks] Given a scenario with 7 concurrent operations, trace the execution
   of TCP step by step.

4. [8 marks] Design an efficient algorithm using TCP for the following problem:
   [Problem description with constraints and expected output]

5. [Previous Year Question 2022] Explain the trade-offs between UDP and
   socket. When would you choose one over the other? (8 marks)

────────────────────────────────────────────────────────────
IMPORTANT FORMULAE
────────────────────────────────────────────────────────────

1. Efficiency = (Useful Work Done) / (Total Resources Used)
2. Throughput = (Number of Processes Completed) / (Time Period)  
3. Waiting Time = Completion Time - Burst Time - Arrival Time
4. Turnaround Time = Completion Time - Arrival Time

────────────────────────────────────────────────────────────
REFERENCES
────────────────────────────────────────────────────────────

1. Silberschatz, Galvin, Gagne — ""Computer Networks"", 10th Edition, Wiley
2. NPTEL Video Lectures — Computer Networks by Prof. Arjun Sharma, IIT Bombay
3. GeeksForGeeks — TCP tutorials
4. Previous year question papers — NIT Trichy 2018",college_notes
"CURRICULUM VITAE

Amit Singh
Email: amit.singh@gmail.com
Phone: +91-9536146025
LinkedIn: linkedin.com/in/amitsingh
GitHub: github.com/amit532

OBJECTIVE
Motivated software engineer with 1+ years of experience in full-stack development
and machine learning. Seeking a challenging role at a dynamic organization to apply skills
in software development and contribute to innovative projects.

EDUCATION
Bachelor of Engineering in Computer Science
Amity University, 2018–2022
CGPA: 9.07/10

SKILLS
Technical Skills: Python, Linux, Machine Learning, MongoDB, REST APIs
Tools & Technologies: React
Languages: English (Fluent), Hindi, Marathi

WORK EXPERIENCE

Software Engineer | Infosys | 2022–Present
- Developed and maintained RESTful APIs using Python and Django framework
- Collaborated with cross-functional teams to deliver projects on time
- Improved system performance by 20% through code optimization
- Mentored 2 junior developers and conducted code reviews

Intern | Capgemini | 2021–2022
- Worked on machine learning models for predictive analytics
- Built data pipelines using Apache Spark and Pandas
- Created dashboards in Tableau for business intelligence reporting

PROJECTS
Smart Traffic Management System
- Built using Linux and REST APIs
- Achieved 94% accuracy in predictions
- Deployed on AWS EC2

CERTIFICATIONS
- Azure Fundamentals
- TensorFlow Developer Certificate

ACHIEVEMENTS
- Dean's List 2021-22
- Kaggle Expert

REFERENCES
Available upon request",resume
"CURRICULUM VITAE

Rahul Verma
Email: rahul.verma@gmail.com
Phone: +91-8564319318
LinkedIn: linkedin.com/in/rahulverma
GitHub: github.com/rahul541

OBJECTIVE
Motivated software engineer with 2+ years of experience in full-stack development
and machine learning. Seeking a challenging role at a dynamic organization to apply skills
in software development and contribute to innovative projects.

EDUCATION
Bachelor of Engineering in Computer Science
Anna University, 2018–2022
CGPA: 9.59/10

SKILLS
Technical Skills: scikit-learn, Git, SQL, Machine Learning, Java
Tools & Technologies: Azure
Languages: English (Fluent), Hindi, Marathi

WORK EXPERIENCE

Software Engineer | TechCorp India | 2022–Present
- Developed and maintained RESTful APIs using Python and Django framework
- Collaborated with cross-functional teams to deliver projects on time
- Improved system performance by 50% through code optimization
- Mentored 4 junior developers and conducted code reviews

Intern | Mindtree | 2021–2022
- Worked on machine learning models for predictive analytics
- Built data pipelines using Apache Spark and Pandas
- Created dashboards in Tableau for business intelligence reporting

PROJECTS
Hospital Management System
- Built using SQL and Azure
- Achieved 98% accuracy in predictions
- Deployed on AWS EC2

CERTIFICATIONS
- Azure Fundamentals
- Oracle Java SE

ACHIEVEMENTS
- Dean's List 2021-22
- LeetCode 500+ problems solved

REFERENCES
Available upon request",resume
"OPERATING SYSTEMS — LECTURE NOTES
Unit 3: Process Management
Date: 27/10/2024

============================================================
CHAPTER OVERVIEW
============================================================

This unit covers fundamental concepts of process in the context of operating systems.
By the end of this unit, students should be able to:
• Explain the concept of process and its significance
• Differentiate between thread and scheduling
• Apply theoretical concepts to solve problems
• Analyze real-world scenarios involving process

────────────────────────────────────────────────────────────
TOPIC 1: INTRODUCTION TO PROCESS
────────────────────────────────────────────────────────────

Definition:
A process is defined as an abstract data structure that maintains a hierarchical relationship.

Key Properties:
1. Completeness — must satisfy all process requirements
2. Scalability — performance under increasing load
3. Isolation — behavior in failure scenarios

Example:
Consider a system with 4 processes/nodes. The process operates
as follows:
Step 1: Initialize the process with default parameters
Step 2: Apply thread to determine priority/order
Step 3: Execute the operation while maintaining scheduling invariants
Step 4: Verify correctness using post-conditions

────────────────────────────────────────────────────────────
TOPIC 2: THREAD VS SCHEDULING
────────────────────────────────────────────────────────────

Comparison Table:
┌─────────────────┬───────────────────────┬───────────────────────┐
│ Parameter        │ thread                │ scheduling            │
├─────────────────┼───────────────────────┼───────────────────────┤
│ Complexity      │ O(n log n)            │ O(n²)                 │
│ Space           │ O(n)                  │ O(1)                  │
│ Use Case        │ Large datasets        │ Small datasets        │
│ Stability       │ Stable                │ Not stable            │
└─────────────────┴───────────────────────┴───────────────────────┘

Important Note: thread is preferred when data is already partially sorted.

────────────────────────────────────────────────────────────
TOPIC 3: ALGORITHMS & COMPLEXITY ANALYSIS
────────────────────────────────────────────────────────────

Algorithm — Process:
```
function process(input):
    if input is empty:
        return null
    
    result = initialize()
    for each element in input:
        process(element)
        update(result)
    
    return result
```

Time Complexity: O(n²)
Space Complexity: O(n)
Best Case: O(1)
Worst Case: O(n²)

────────────────────────────────────────────────────────────
PRACTICE QUESTIONS
────────────────────────────────────────────────────────────

1. [2 marks] Define process and list its properties.

2. [4 marks] Compare and contrast thread with scheduling using suitable examples.

3. [6 marks] Given a scenario with 4 concurrent operations, trace the execution
   of process step by step.

4. [8 marks] Design an efficient algorithm using process for the following problem:
   [Problem description with constraints and expected output]

5. [Previous Year Question 2022] Explain the trade-offs between thread and
   scheduling. When would you choose one over the other? (8 marks)

────────────────────────────────────────────────────────────
IMPORTANT FORMULAE
────────────────────────────────────────────────────────────

1. Efficiency = (Useful Work Done) / (Total Resources Used)
2. Throughput = (Number of Processes Completed) / (Time Period)  
3. Waiting Time = Completion Time - Burst Time - Arrival Time
4. Turnaround Time = Completion Time - Arrival Time

────────────────────────────────────────────────────────────
REFERENCES
────────────────────────────────────────────────────────────

1. Silberschatz, Galvin, Gagne — ""Operating Systems"", 10th Edition, Wiley
2. NPTEL Video Lectures — Operating Systems by Prof. Ravi Bhat, IIT Madras
3. GeeksForGeeks — process tutorials
4. Previous year question papers — Amity University 2021",college_notes
"CURRICULUM VITAE

Karthik Reddy
Email: karthik.reddy@gmail.com
Phone: +91-7089578218
LinkedIn: linkedin.com/in/karthikreddy
GitHub: github.com/karthik432

OBJECTIVE
Motivated software engineer with 4+ years of experience in full-stack development
and machine learning. Seeking a challenging role at a dynamic organization to apply skills
in software development and contribute to innovative projects.

EDUCATION
Bachelor of Engineering in Computer Science
Anna University, 2014–2018
CGPA: 8.17/10

SKILLS
Technical Skills: Pandas, C++, TensorFlow, Git, Data Analysis
Tools & Technologies: REST APIs
Languages: English (Fluent), Hindi, Tamil

WORK EXPERIENCE

Software Engineer | IBM India | 2018–Present
- Developed and maintained RESTful APIs using Python and Django framework
- Collaborated with cross-functional teams to deliver projects on time
- Improved system performance by 45% through code optimization
- Mentored 5 junior developers and conducted code reviews

Intern | Capgemini | 2017–2018
- Worked on machine learning models for predictive analytics
- Built data pipelines using Apache Spark and Pandas
- Created dashboards in Tableau for business intelligence reporting

PROJECTS
Hospital Management System
- Built using TensorFlow and Pandas
- Achieved 91% accuracy in predictions
- Deployed on AWS EC2

CERTIFICATIONS
- AWS Certified Developer
- Oracle Java SE

ACHIEVEMENTS
- Dean's List 2021-22
- LeetCode 500+ problems solved

REFERENCES
Available upon request",resume
"LABORATORY REPORT

Experiment Name: Enzyme Kinetics — Effect of Temperature on Amylase
Subject: Biology Lab
Student Name: Ananya Das
Roll Number: 206792
Batch: A2
Date of Experiment: 19/5/2024
Date of Submission: 19/5/2024

AIM / OBJECTIVE:
To verify and study enzyme kinetics — effect of temperature on amylase and to understand the relationship between
enzyme and substrate under controlled conditions.

THEORY / BACKGROUND:
Enzyme Kinetics — Effect of Temperature on Amylase is a fundamental concept in Biology. According to the theoretical framework,
enzyme is directly proportional to substrate
when rate remains constant. This relationship can be expressed
mathematically and verified through controlled experimentation.

APPARATUS / MATERIALS REQUIRED:
1. Power supply (0-30V)
2. Connecting wires
3. Resistors (various values)
4. Function generator
5. Rheostat

PROCEDURE:
1. Set up the apparatus as shown in the circuit/experimental diagram.
2. Ensure all connections are secure and the circuit is properly grounded.
3. Gradually vary enzyme from minimum to maximum range.
4. For each setting, record the corresponding substrate.
5. Repeat each reading 4 times to minimize random errors.
6. Tabulate all observations carefully.
7. Plot the graph of enzyme vs substrate.

OBSERVATIONS:

    S.No.     enzyme          substrate      
    ────────────────────────────────────────
    1         9.52          7.15
    2         9.19          5.49
    3         2.8          7.62
    4         8.85          2.86
    5         2.82          3.25
    6         6.57          2.4

CALCULATIONS:
Mean value = 4.795
Standard Deviation = 2.077
Percentage Error = 4.33%

GRAPH:
A graph of enzyme vs substrate was plotted.
The graph shows a logarithmic relationship,
confirming the theoretical prediction.

RESULT:
The experiment successfully verified Enzyme Kinetics — Effect of Temperature on Amylase. The experimentally obtained value of
rate = 37.748 N/m
The theoretical value = 49.742
Percentage error = 4.93%

SOURCES OF ERROR:
1. Instrumental errors due to limited precision of measuring instruments
2. Random errors due to fluctuations in enzyme
3. Human parallax error during reading
4. Contact resistance in connections (for electrical experiments)

CONCLUSION:
The experiment was performed successfully. The results confirm the theoretical relationship
between enzyme and substrate. The percentage
error of 4.5% is within acceptable limits, indicating accurate
experimental technique.

PRECAUTIONS:
1. All readings were taken after the instrument had stabilized.
2. The experiment was conducted under constant room temperature (28°C).
3. All glassware was cleaned and dried before use.

Signature of Student: _______________     Signature of Lab Instructor: _______________",lab_report
"REINFORCEMENT LEARNING FOR AUTONOMOUS VEHICLES

Neha Agarwal¹, Suresh Pillai²
¹Department of Computer Science, Anna University
²Department of Data Science, NIT Trichy

Abstract—
This paper presents a novel approach to reinforcement learning for autonomous vehicles using state-of-the-art machine learning
techniques. We propose a framework that addresses key challenges in Robotics by leveraging
reward architectures. Experimental results on benchmark datasets demonstrate
that our method achieves superior performance compared to existing baselines, with an improvement
of 5% in accuracy and 17% reduction in computational overhead.
Our ablation study confirms the contribution of each component.

Keywords— reward, policy, self-driving, neural networks, robotics, benchmark evaluation

I. INTRODUCTION

The rapid advancement of artificial intelligence has enabled significant breakthroughs in Robotics.
Traditional approaches suffer from limitations including high computational cost, lack of scalability,
and poor generalization to unseen data. Recent works [1,2,3] have attempted to address these challenges
using deep learning, but remain constrained by data availability and model interpretability.

In this paper, we make the following contributions:
(1) We propose a novel reward-based architecture optimized for Robotics
(2) We introduce a training strategy that reduces overfitting by 33%
(3) We conduct extensive experiments on 5 benchmark datasets
(4) We release our code and pre-trained models for reproducibility

II. RELATED WORK

Several approaches have been proposed for reinforcement learning for autonomous vehicles. Smith et al. [1] introduced a CNN-based
method achieving 87% accuracy on standard benchmarks. Lee et al. [2] proposed
an attention mechanism that improves feature extraction but requires 8x more
parameters. Wang et al. [3] applied transfer learning from ImageNet, achieving state-of-the-art
results on domain-specific tasks. Our work differs by addressing computational efficiency without
sacrificing performance.

III. METHODOLOGY

Our proposed framework consists of three main components:

A. Feature Extraction Module
We utilize a modified Vision Transformer
backbone pre-trained on LAION-5B for robust feature
extraction. The backbone is fine-tuned with a learning rate of 0.0001.

B. Classification Head
A 4-layer MLP with dropout (p=0.5) is attached
to the backbone output. We use GELU activations.

C. Training Objective
We optimize using AdaFactor with weight decay
5e-05. The loss function is cross-entropy combined with a
regularization term λ=0.01.

IV. EXPERIMENTS

Datasets: We evaluate on 4 public benchmarks.
Implementation: PyTorch 1.12, NVIDIA A100 GPU, batch size 32.

Results: Our method achieves 92.4% accuracy on the primary benchmark,
outperforming baselines by 3%. Inference time is 43ms per sample.

V. CONCLUSION

We presented a novel approach to reinforcement learning for autonomous vehicles demonstrating significant improvements over
state-of-the-art methods. Future work will explore multi-modal inputs.

REFERENCES
[1] A. Smith et al., ""Deep Learning for Robotics,"" IEEE CVPR, 2021.
[2] B. Lee et al., ""Attention Mechanisms in reward,"" NeurIPS, 2022.
[3] C. Wang et al., ""Transfer Learning Survey,"" IEEE TPAMI, 2023.",research_paper
"TAX INVOICE

INVOICE NUMBER: INV-1274
Invoice Date: 1/9/2024
Due Date: 27/12/2024
Payment Terms: Net 30

FROM:
Mindtree
123, Tech Park, Whitefield
Bangalore - 560066, Karnataka, India
GSTIN: 29ABCDE1234F1Z5
Email: billing@mindtree.com

BILL TO:
PQR Services Pvt Ltd
456, Business Hub, Andheri East
Mumbai - 400059, Maharashtra, India
GSTIN: 27XYZAB5678G2H6

DESCRIPTION OF SERVICES:
──────────────────────────────────────────────────────────────────────
  Item Description                             Qty    Unit Rate      Amount
──────────────────────────────────────────────────────────────────────
  Cloud Infrastructure                        14         500          7000
  Mobile App Development                      20        1000         20000
  Data Analytics                              80        2500        200000
  Machine Learning Implementation             46        1500         69000
  Database Administration                     11        1500         16500
──────────────────────────────────────────────────────────────────────

SUBTOTAL:                                               INR 312,500.00
GST @12%:                                               INR  37,500.00
──────────────────────────────────────────────────────────────────────
TOTAL AMOUNT DUE:                                       INR 350,000.00
──────────────────────────────────────────────────────────────────────

PAYMENT DETAILS:
Bank: Axis Bank
Account Number: 42491436991
IFSC Code: ICIC0005678
Account Type: Current

NOTES:
1. Payment due within 30 days of invoice date.
2. Late payment will attract interest @2% per month.
3. Please quote invoice number in all correspondence.
4. This is a computer-generated invoice and does not require a signature.

Thank you for your business!",invoice
"OPERATING SYSTEMS — LECTURE NOTES
Unit 3: Process Management
Date: 20/11/2024

============================================================
CHAPTER OVERVIEW
============================================================

This unit covers fundamental concepts of process in the context of operating systems.
By the end of this unit, students should be able to:
• Explain the concept of process and its significance
• Differentiate between thread and scheduling
• Apply theoretical concepts to solve problems
• Analyze real-world scenarios involving process

────────────────────────────────────────────────────────────
TOPIC 1: INTRODUCTION TO PROCESS
────────────────────────────────────────────────────────────

Definition:
A process is defined as a mechanism for managing shared resources in a concurrent environment.

Key Properties:
1. Completeness — must satisfy all process requirements
2. Consistency — performance under increasing load
3. Atomicity — behavior in failure scenarios

Example:
Consider a system with 5 processes/nodes. The process operates
as follows:
Step 1: Initialize the process with default parameters
Step 2: Apply thread to determine priority/order
Step 3: Execute the operation while maintaining scheduling invariants
Step 4: Verify correctness using post-conditions

────────────────────────────────────────────────────────────
TOPIC 2: THREAD VS SCHEDULING
────────────────────────────────────────────────────────────

Comparison Table:
┌─────────────────┬───────────────────────┬───────────────────────┐
│ Parameter        │ thread                │ scheduling            │
├─────────────────┼───────────────────────┼───────────────────────┤
│ Complexity      │ O(n log n)            │ O(n²)                 │
│ Space           │ O(n)                  │ O(1)                  │
│ Use Case        │ Large datasets        │ Small datasets        │
│ Stability       │ Stable                │ Not stable            │
└─────────────────┴───────────────────────┴───────────────────────┘

Important Note: thread is preferred when memory is not a constraint and speed is critical.

────────────────────────────────────────────────────────────
TOPIC 3: ALGORITHMS & COMPLEXITY ANALYSIS
────────────────────────────────────────────────────────────

Algorithm — Process:
```
function process(input):
    if input is empty:
        return null
    
    result = initialize()
    for each element in input:
        process(element)
        update(result)
    
    return result
```

Time Complexity: O(n log n)
Space Complexity: O(n)
Best Case: O(1)
Worst Case: O(n log n)

────────────────────────────────────────────────────────────
PRACTICE QUESTIONS
────────────────────────────────────────────────────────────

1. [2 marks] Define process and list its properties.

2. [4 marks] Compare and contrast thread with scheduling using suitable examples.

3. [6 marks] Given a scenario with 3 concurrent operations, trace the execution
   of process step by step.

4. [8 marks] Design an efficient algorithm using process for the following problem:
   [Problem description with constraints and expected output]

5. [Previous Year Question 2022] Explain the trade-offs between thread and
   scheduling. When would you choose one over the other? (8 marks)

────────────────────────────────────────────────────────────
IMPORTANT FORMULAE
────────────────────────────────────────────────────────────

1. Efficiency = (Useful Work Done) / (Total Resources Used)
2. Throughput = (Number of Processes Completed) / (Time Period)  
3. Waiting Time = Completion Time - Burst Time - Arrival Time
4. Turnaround Time = Completion Time - Arrival Time

────────────────────────────────────────────────────────────
REFERENCES
────────────────────────────────────────────────────────────

1. Silberschatz, Galvin, Gagne — ""Operating Systems"", 10th Edition, Wiley
2. NPTEL Video Lectures — Operating Systems by Prof. Rahul Verma, IIT Bombay
3. GeeksForGeeks — process tutorials
4. Previous year question papers — BITS Pilani 2021",college_notes
